,team1Name,team1Score,team2Name,team2Score,result,winningOdds_team1,winningOdds_team2
35-34,New York Mets,5,Washington Nationals,0,New York Mets,1.43,3.17
35-35,Los Angeles Dodgers,3,Pittsburgh Pirates,5,Pittsburgh Pirates,1.38,4.03
35-36,Arizona Diamondbacks,8,Atlanta Braves,7,Arizona Diamondbacks,2.47,1.64
35-37,Oakland Athletics,1,Houston Astros,3,Houston Astros,2.75,1.8
35-38,Chicago Cubs,8,Milwaukee Brewers,7,Chicago Cubs,2.17,1.81
35-39,Texas Rangers,3,Tampa Bay Rays,0,Texas Rangers,2.05,2.06
35-40,St.Louis Cardinals,3,San Diego Padres,2,St.Louis Cardinals,1.95,2.14
35-41,Boston Red Sox,1,Cincinnati Reds,2,Cincinnati Reds,1.71,2.67
35-42,Detroit Tigers,4,Minnesota Twins,0,Detroit Tigers,2.25,1.75
35-43,New York Mets,10,Washington Nationals,0,New York Mets,1.53,2.95
35-44,Toronto Blue Jays,6,Chicago White Sox,5,Toronto Blue Jays,1.76,2.83
35-45,Baltimore Orioles,0,Seattle Mariners,10,Seattle Mariners,2.3,1.84
35-46,New York Yankees,9,Los Angeles Angels,1,New York Yankees,1.79,2.5
35-47,Philadelphia Phillies,4,San Francisco Giants,7,San Francisco Giants,1.83,2.39
35-48,Cleveland Guardians,8,Kansas City Royals,3,Cleveland Guardians,1.78,2.22
35-49,Detroit Tigers,2,Minnesota Twins,8,Minnesota Twins,2.34,1.74
35-50,Los Angeles Dodgers,5,Pittsburgh Pirates,6,Pittsburgh Pirates,1.34,4.1
Jan-34,Baltimore Orioles,9,Chicago Cubs,3,Baltimore Orioles,2.05,1.94
Feb-34,Pittsburgh Pirates,3,Detroit Tigers,5,Detroit Tigers,1.88,2.22
Mar-34,Cincinnati Reds,14,Arizona Diamondbacks,8,Arizona Diamondbacks,1.83,2.37
Apr-34,Miami Marlins,12,Washington Nationals,2,Washington Nationals,1.59,2.7
May-34,Cleveland Guardians,3,Texas Rangers,6,Texas Rangers,1.83,2.22
Jun-34,Cleveland Guardians,6,Texas Rangers,3,Cleveland Guardians,1.89,2.15
Jul-34,San Diego Padres,5,New York Mets,11,San Diego Padres,1.88,2.1
Aug-34,Los Angeles Angels,0,Boston Red Sox,1,Boston Red Sox,1.87,2.18
Sep-34,Houston Astros,4,Seattle Mariners,7,Seattle Mariners,1.6,3.15
Oct-34,Kansas City Royals,0,Toronto Blue Jays,8,Toronto Blue Jays,2.76,1.57
Nov-34,Cincinnati Reds,7,Arizona Diamondbacks,0,Cincinnati Reds,1.9,2.06
Dec-34,Chicago Cubs,3,St.Louis Cardinals,5,St.Louis Cardinals,2.37,1.79
34-13,Los Angeles Dodgers,4,New York Mets,5,New York Mets,1.58,2.72
34-14,Oakland Athletics,2,Boston Red Sox,5,Boston Red Sox,1.94,2.01
34-15,Colorado Rockies,7,Atlanta Braves,8,Atlanta Braves,2.38,1.75
34-16,Texas Rangers,5,Seattle Mariners,6,Seattle Mariners,1.82,2.21
34-17,Kansas City Royals,4,Houston Astros,7,Houston Astros,3.06,1.47
34-18,Milwaukee Brewers,4,San Diego Padres,6,San Diego Padres,1.85,2.13
34-19,Cincinnati Reds,4,Washington Nationals,5,Washington Nationals,1.58,2.7
34-20,Miami Marlins,1,San Francisco Giants,5,San Francisco Giants,2.1,1.86
34-21,Tampa Bay Rays,5,Chicago White Sox,6,Chicago White Sox,1.96,1.98
34-22,Toronto Blue Jays,6,Minnesota Twins,8,Minnesota Twins,1.43,3.22
34-23,Baltimore Orioles,2,Cleveland Guardians,3,Cleveland Guardians,2.02,1.93
34-24,Philadelphia Phillies,9,Los Angeles Angels,7,Philadelphia Phillies,1.83,2.14
34-25,Pittsburgh Pirates,3,Arizona Diamondbacks,0,Pittsburgh Pirates,2.34,1.71
34-26,New York Yankees,5,Detroit Tigers,4,New York Yankees,1.37,3.56
34-27,Los Angeles Dodgers,4,New York Mets,9,New York Mets,1.58,2.65
34-28,Colorado Rockies,2,Atlanta Braves,6,Atlanta Braves,2.75,1.56
34-29,Chicago Cubs,4,St.Louis Cardinals,7,St.Louis Cardinals,2.07,1.94
34-30,Philadelphia Phillies,7,Los Angeles Angels,2,Philadelphia Phillies,1.86,2.53
34-31,Cincinnati Reds,8,Washington Nationals,10,Cincinnati Reds,1.81,2.19
34-32,Kansas City Royals,6,Houston Astros,0,Kansas City Royals,2.83,1.53
34-33,Miami Marlins,5,San Francisco Giants,4,Miami Marlins,1.96,1.98
34-34,Milwaukee Brewers,0,San Diego Padres,4,San Diego Padres,1.8,2.24
34-35,Tampa Bay Rays,2,Chicago White Sox,3,Chicago White Sox,1.83,2.14
34-36,Oakland Athletics,0,Boston Red Sox,8,Boston Red Sox,2.3,1.73
34-37,Baltimore Orioles,5,Cleveland Guardians,4,Baltimore Orioles,2.12,1.84
34-38,Pittsburgh Pirates,2,Arizona Diamondbacks,1,Pittsburgh Pirates,1.83,2.17
34-39,Texas Rangers,3,Seattle Mariners,2,Texas Rangers,1.82,2.17
34-40,Toronto Blue Jays,12,Minnesota Twins,3,Minnesota Twins,1.6,2.65
34-41,Chicago Cubs,6,St.Louis Cardinals,1,Chicago Cubs,1.98,1.99
34-42,New York Yankees,3,Detroit Tigers,0,New York Yankees,1.33,4
34-43,Los Angeles Dodgers,6,New York Mets,1,Los Angeles Dodgers,1.67,2.65
34-44,Oakland Athletics,2,Boston Red Sox,7,Boston Red Sox,2.5,1.8
34-45,Colorado Rockies,1,Atlanta Braves,3,Atlanta Braves,2.66,1.66
34-46,Kansas City Royals,3,Houston Astros,10,Kansas City Royals,2.14,1.85
34-47,Milwaukee Brewers,0,San Diego Padres,7,San Diego Padres,1.8,2.53
34-48,Texas Rangers,3,Seattle Mariners,4,Seattle Mariners,2.01,1.97
34-49,Tampa Bay Rays,6,Chicago White Sox,3,Tampa Bay Rays,1.86,2.66
34-50,Toronto Blue Jays,3,Minnesota Twins,9,Minnesota Twins,1.62,3.02
Jan-33,San Francisco Giants,7,Los Angeles Dodgers,2,San Francisco Giants,2.49,1.67
Feb-33,Seattle Mariners,3,Boston Red Sox,4,Boston Red Sox,2,1.94
Mar-33,San Diego Padres,9,Colorado Rockies,0,San Diego Padres,1.42,3.26
Apr-33,Los Angeles Angels,3,New York Mets,7,New York Mets,2.26,1.8
May-33,St.Louis Cardinals,2,Cincinnati Reds,0,St.Louis Cardinals,1.74,2.6
Jun-33,Chicago White Sox,8,Texas Rangers,3,Chicago White Sox,1.82,2.3
Jul-33,Houston Astros,4,Miami Marlins,7,Miami Marlins,1.66,3.1
Aug-33,Kansas City Royals,8,Baltimore Orioles,1,Kansas City Royals,2.02,1.94
Sep-33,Minnesota Twins,9,Tampa Bay Rays,4,Minnesota Twins,1.88,2.1
Oct-33,Atlanta Braves,4,Pittsburgh Pirates,2,Atlanta Braves,1.5,3.15
Nov-33,Cleveland Guardians,3,Oakland Athletics,2,Cleveland Guardians,1.83,2.48
Dec-33,Detroit Tigers,1,Toronto Blue Jays,10,Toronto Blue Jays,3.02,1.47
33-13,New York Yankees,2,Chicago Cubs,1,New York Yankees,1.42,3.36
33-14,Philadelphia Phillies,7,Arizona Diamondbacks,5,Philadelphia Phillies,1.75,2.75
33-15,Washington Nationals,11,Milwaukee Brewers,5,Milwaukee Brewers,2.66,1.64
33-16,Los Angeles Angels,5,Boston Red Sox,2,Los Angeles Angels,1.86,2.23
33-17,Kansas City Royals,7,Baltimore Orioles,5,Kansas City Royals,2.01,1.99
33-18,Minnesota Twins,7,New York Yankees,10,Minnesota Twins,2.87,1.56
33-19,Atlanta Braves,3,Pittsburgh Pirates,1,Atlanta Braves,1.44,3.69
33-20,Cleveland Guardians,8,Oakland Athletics,4,Cleveland Guardians,1.6,2.7
33-21,Miami Marlins,7,Washington Nationals,4,Miami Marlins,1.8,2.3
33-22,San Francisco Giants,2,Colorado Rockies,4,Colorado Rockies,1.41,3.44
33-23,Chicago White Sox,9,Los Angeles Dodgers,11,Chicago White Sox,2.23,1.81
33-24,Milwaukee Brewers,3,Philadelphia Phillies,8,Philadelphia Phillies,1.65,2.48
33-25,Tampa Bay Rays,2,St.Louis Cardinals,1,Tampa Bay Rays,1.66,2.53
33-26,Cincinnati Reds,4,Arizona Diamondbacks,5,Arizona Diamondbacks,1.82,2.27
33-27,San Francisco Giants,2,Colorado Rockies,1,San Francisco Giants,1.46,3.2
33-28,San Diego Padres,13,New York Mets,2,New York Mets,1.84,2.19
33-29,Los Angeles Angels,0,Boston Red Sox,1,Boston Red Sox,2.45,2.1
33-30,Chicago White Sox,1,Los Angeles Dodgers,4,Los Angeles Dodgers,2.63,1.8
33-31,Milwaukee Brewers,0,Philadelphia Phillies,10,Philadelphia Phillies,2.16,2.5
33-32,Minnesota Twins,8,New York Yankees,1,Minnesota Twins,2.78,1.56
33-33,Atlanta Braves,13,Oakland Athletics,2,Oakland Athletics,1.44,3.26
33-34,Cleveland Guardians,4,Texas Rangers,0,Cleveland Guardians,1.63,2.5
33-35,Tampa Bay Rays,11,St.Louis Cardinals,3,St.Louis Cardinals,1.8,2.5
33-36,Cincinnati Reds,0,Arizona Diamondbacks,7,Arizona Diamondbacks,1.93,2.2
33-37,Houston Astros,3,Seattle Mariners,6,Seattle Mariners,1.78,2.28
33-38,Miami Marlins,2,Washington Nationals,1,Miami Marlins,1.76,2.86
33-39,Kansas City Royals,8,Toronto Blue Jays,4,Kansas City Royals,2.31,1.76
33-40,Pittsburgh Pirates,1,Detroit Tigers,3,Detroit Tigers,1.88,2.12
33-41,San Francisco Giants,3,Colorado Rockies,5,Colorado Rockies,1.45,3.32
33-42,San Diego Padres,7,New York Mets,0,San Diego Padres,1.86,2.24
33-43,Los Angeles Angels,5,Boston Red Sox,6,Boston Red Sox,2.24,1.79
33-44,Chicago White Sox,4,Los Angeles Dodgers,0,Chicago White Sox,2.45,1.81
33-45,Houston Astros,4,Seattle Mariners,1,Houston Astros,1.68,3.4
33-46,Kansas City Royals,0,Toronto Blue Jays,7,Toronto Blue Jays,2.99,1.66
33-47,Milwaukee Brewers,2,Philadelphia Phillies,3,Philadelphia Phillies,2.05,2.04
33-48,Minnesota Twins,4,New York Yankees,10,Minnesota Twins,2.55,1.63
33-49,Atlanta Braves,3,Oakland Athletics,2,Atlanta Braves,1.4,3.39
33-50,Tampa Bay Rays,4,St.Louis Cardinals,2,Tampa Bay Rays,1.71,2.46
Jan-32,St.Louis Cardinals,9,Pittsburgh Pirates,1,St.Louis Cardinals,1.48,2.94
Feb-32,Boston Red Sox,6,Oakland Athletics,1,Boston Red Sox,1.47,3.32
Mar-32,Detroit Tigers,1,Chicago White Sox,5,Chicago White Sox,2.6,1.69
Apr-32,New York Mets,4,Milwaukee Brewers,0,New York Mets,2,2.44
May-32,Toronto Blue Jays,5,Baltimore Orioles,6,Baltimore Orioles,1.47,3.15
Jun-32,New York Yankees,2,Tampa Bay Rays,0,New York Yankees,1.71,3.16
Jul-32,Philadelphia Phillies,9,Miami Marlins,11,Philadelphia Phillies,1.72,2.35
Aug-32,Washington Nationals,4,Atlanta Braves,10,Washington Nationals,3.5,1.58
Sep-32,St.Louis Cardinals,3,Pittsburgh Pirates,1,St.Louis Cardinals,1.61,2.87
Oct-32,Seattle Mariners,2,Minnesota Twins,3,Minnesota Twins,1.93,2.08
Nov-32,San Francisco Giants,6,Kansas City Royals,2,San Francisco Giants,1.61,3.15
Dec-32,Arizona Diamondbacks,4,Cincinnati Reds,5,Cincinnati Reds,1.8,2.5
32-13,Chicago Cubs,1,San Diego Padres,4,San Diego Padres,2.17,1.81
32-14,Texas Rangers,5,Houston Astros,3,Texas Rangers,2.48,1.76
32-15,St.Louis Cardinals,7,Pittsburgh Pirates,5,St.Louis Cardinals,1.57,2.66
32-16,Detroit Tigers,5,Chicago White Sox,9,Chicago White Sox,2.2,1.79
32-17,Toronto Blue Jays,11,Baltimore Orioles,1,Toronto Blue Jays,1.47,3.65
32-18,Philadelphia Phillies,3,Miami Marlins,2,Philadelphia Phillies,1.84,2.3
32-19,Washington Nationals,5,Atlanta Braves,9,Atlanta Braves,2.35,1.7
32-20,Los Angeles Angels,1,New York Mets,4,New York Mets,1.87,2.2
32-21,San Diego Padres,2,Colorado Rockies,4,Colorado Rockies,1.57,2.66
32-22,Seattle Mariners,0,Boston Red Sox,2,Boston Red Sox,1.72,2.34
32-23,San Francisco Giants,2,Los Angeles Dodgers,0,San Francisco Giants,2.44,1.72
32-24,St.Louis Cardinals,6,Cincinnati Reds,7,Cincinnati Reds,1.66,2.48
32-25,Chicago White Sox,6,Texas Rangers,8,Texas Rangers,1.72,2.35
32-26,Houston Astros,9,Miami Marlins,4,Houston Astros,1.44,3.22
32-27,Kansas City Royals,7,Baltimore Orioles,10,Kansas City Royals,1.75,2.28
32-28,Minnesota Twins,0,Tampa Bay Rays,6,Tampa Bay Rays,2.12,1.87
32-29,Detroit Tigers,0,Toronto Blue Jays,6,Toronto Blue Jays,2.15,1.83
32-30,Atlanta Braves,5,Pittsburgh Pirates,3,Atlanta Braves,1.45,3.2
32-31,New York Yankees,18,Chicago Cubs,4,Chicago Cubs,1.49,2.97
32-32,Philadelphia Phillies,1,Arizona Diamondbacks,13,Arizona Diamondbacks,1.56,2.74
32-33,Washington Nationals,1,Milwaukee Brewers,4,Milwaukee Brewers,2.12,1.86
32-34,Cleveland Guardians,6,Oakland Athletics,3,Cleveland Guardians,1.62,2.61
32-35,San Diego Padres,2,Colorado Rockies,6,Colorado Rockies,1.47,3.01
32-36,Seattle Mariners,7,Boston Red Sox,6,Seattle Mariners,1.86,2.13
32-37,Los Angeles Angels,11,New York Mets,6,New York Mets,2.18,1.9
32-38,New York Yankees,8,Chicago Cubs,0,New York Yankees,1.46,3.2
32-39,San Francisco Giants,3,Los Angeles Dodgers,2,San Francisco Giants,2.81,1.8
32-40,Atlanta Braves,10,Pittsburgh Pirates,4,Pittsburgh Pirates,1.46,3.1
32-41,Cleveland Guardians,5,Oakland Athletics,10,Cleveland Guardians,1.81,2.18
32-42,Detroit Tigers,3,Toronto Blue Jays,1,Detroit Tigers,3.33,1.41
32-43,Houston Astros,1,Miami Marlins,5,Miami Marlins,1.39,3.45
32-44,Kansas City Royals,4,Baltimore Orioles,6,Baltimore Orioles,2.05,1.93
32-45,San Diego Padres,2,Colorado Rockies,1,San Diego Padres,1.57,2.75
32-46,Philadelphia Phillies,4,Arizona Diamondbacks,0,Philadelphia Phillies,1.43,3.25
32-47,Washington Nationals,8,Milwaukee Brewers,6,Washington Nationals,2.41,1.67
32-48,St.Louis Cardinals,5,Cincinnati Reds,4,St.Louis Cardinals,1.59,2.67
32-49,Chicago White Sox,9,Texas Rangers,11,Chicago White Sox,1.66,2.45
32-50,Minnesota Twins,6,Tampa Bay Rays,5,Minnesota Twins,2.33,1.76
31-Jan,Baltimore Orioles,6,Tampa Bay Rays,7,Tampa Bay Rays,2.55,1.61
Feb-31,Toronto Blue Jays,0,New York Yankees,4,New York Yankees,1.76,2.42
31-Mar,Chicago Cubs,6,Atlanta Braves,3,Chicago Cubs,2.84,1.53
Apr-31,Los Angeles Dodgers,1,Cleveland Guardians,2,Cleveland Guardians,1.39,3.44
31-May,Seattle Mariners,8,Los Angeles Angels,1,Seattle Mariners,1.79,2.29
Jun-31,Arizona Diamondbacks,7,Minnesota Twins,2,Arizona Diamondbacks,2.25,1.78
31-Jul,Oakland Athletics,1,Kansas City Royals,5,Kansas City Royals,1.68,2.45
31-Aug,Colorado Rockies,10,San Diego Padres,4,San Diego Padres,2.44,1.71
Sep-31,Houston Astros,13,Chicago White Sox,3,Chicago White Sox,1.62,2.67
31-Oct,Boston Red Sox,6,St.Louis Cardinals,5,Boston Red Sox,1.9,2.05
Nov-31,Detroit Tigers,0,Texas Rangers,7,Texas Rangers,1.84,2.13
31-Dec,New York Mets,10,Miami Marlins,4,Miami Marlins,1.7,2.75
31-13,Toronto Blue Jays,3,New York Yankees,12,Toronto Blue Jays,2.07,1.94
31-14,Pittsburgh Pirates,0,San Francisco Giants,2,San Francisco Giants,2.83,1.51
31-15,Washington Nationals,7,Philadelphia Phillies,8,Philadelphia Phillies,2.14,1.92
31-16,Cincinnati Reds,4,Milwaukee Brewers,5,Milwaukee Brewers,2.01,2
31-17,Baltimore Orioles,1,Tampa Bay Rays,0,Baltimore Orioles,2.45,1.74
31-18,Chicago Cubs,1,Atlanta Braves,0,Chicago Cubs,2.7,1.56
31-19,Washington Nationals,3,Philadelphia Phillies,5,Philadelphia Phillies,2.67,1.59
31-20,Seattle Mariners,1,Los Angeles Angels,4,Los Angeles Angels,2.34,2.1
31-21,Detroit Tigers,1,Texas Rangers,3,Texas Rangers,2.46,1.86
31-22,New York Mets,5,Milwaukee Brewers,4,New York Mets,1.82,2.25
31-23,New York Yankees,2,Tampa Bay Rays,1,New York Yankees,1.65,2.51
31-24,Washington Nationals,1,Philadelphia Phillies,10,Philadelphia Phillies,2.91,1.52
31-25,Colorado Rockies,2,Cleveland Guardians,4,Cleveland Guardians,2.25,1.79
31-26,Toronto Blue Jays,2,Baltimore Orioles,10,Toronto Blue Jays,1.44,3.25
31-27,Chicago Cubs,4,San Diego Padres,6,San Diego Padres,2.83,1.57
31-28,Boston Red Sox,3,Oakland Athletics,4,Oakland Athletics,1.61,2.72
31-29,Los Angeles Dodgers,4,Los Angeles Angels,1,Los Angeles Dodgers,1.5,2.92
31-30,Colorado Rockies,5,Cleveland Guardians,7,Cleveland Guardians,2.05,2.12
31-31,Chicago Cubs,5,San Diego Padres,19,Chicago Cubs,1.74,2.3
31-32,St.Louis Cardinals,4,Pittsburgh Pirates,6,Pittsburgh Pirates,1.55,2.74
31-33,Boston Red Sox,10,Oakland Athletics,1,Boston Red Sox,1.74,2.7
31-34,New York Mets,2,Milwaukee Brewers,10,New York Mets,2.21,2.1
31-35,Toronto Blue Jays,7,Baltimore Orioles,6,Toronto Blue Jays,1.41,3.7
31-36,New York Yankees,4,Tampa Bay Rays,3,New York Yankees,1.75,2.32
31-37,Washington Nationals,2,Atlanta Braves,8,Atlanta Braves,2.98,1.48
31-38,Seattle Mariners,0,Minnesota Twins,5,Minnesota Twins,2.38,1.72
31-39,San Francisco Giants,2,Kansas City Royals,3,Kansas City Royals,1.52,2.9
31-40,Arizona Diamondbacks,7,Cincinnati Reds,4,Arizona Diamondbacks,1.79,2.28
30-Jan,Los Angeles Angels,11,Kansas City Royals,12,Kansas City Royals,1.62,2.8
Feb-30,Chicago White Sox,7,Toronto Blue Jays,6,Chicago White Sox,2.21,1.83
30-Mar,Houston Astros,8,New York Mets,2,Houston Astros,1.76,2.31
30-Apr,Milwaukee Brewers,2,St.Louis Cardinals,6,St.Louis Cardinals,2.19,1.86
30-May,Texas Rangers,7,Philadelphia Phillies,0,Texas Rangers,2.25,2.21
30-Jun,Minnesota Twins,5,Cleveland Guardians,6,Cleveland Guardians,1.68,2.48
30-Jul,Atlanta Braves,10,San Francisco Giants,12,San Francisco Giants,1.83,2.61
30-Aug,Boston Red Sox,5,Detroit Tigers,4,Boston Red Sox,1.68,2.94
30-Sep,Tampa Bay Rays,5,New York Yankees,4,Tampa Bay Rays,2.51,1.74
30-Oct,Baltimore Orioles,0,Washington Nationals,3,Washington Nationals,1.81,2.2
30-Nov,Pittsburgh Pirates,7,Chicago Cubs,1,Pittsburgh Pirates,1.71,2.41
30-Dec,Cincinnati Reds,2,Los Angeles Dodgers,8,Los Angeles Dodgers,2.76,1.6
30-13,Miami Marlins,9,Colorado Rockies,8,Miami Marlins,1.83,2.6
30-14,San Diego Padres,4,Arizona Diamondbacks,1,San Diego Padres,1.6,2.56
30-15,Los Angeles Angels,2,Kansas City Royals,6,Kansas City Royals,1.55,2.78
30-16,Chicago White Sox,8,Toronto Blue Jays,7,Chicago White Sox,2.2,1.83
30-17,Milwaukee Brewers,2,St.Louis Cardinals,0,Milwaukee Brewers,1.63,2.59
30-18,Atlanta Braves,2,San Francisco Giants,1,Atlanta Braves,1.71,2.39
30-19,Boston Red Sox,5,Detroit Tigers,2,Boston Red Sox,1.56,2.68
30-20,Tampa Bay Rays,2,New York Yankees,4,New York Yankees,2.32,1.74
30-21,Pittsburgh Pirates,12,Chicago Cubs,1,Pittsburgh Pirates,1.91,2.15
30-22,New York Mets,6,Miami Marlins,0,New York Mets,1.65,2.54
30-23,Houston Astros,4,Chicago White Sox,3,Houston Astros,1.69,2.44
30-24,Arizona Diamondbacks,7,Minnesota Twins,1,Arizona Diamondbacks,2.18,1.81
30-25,Los Angeles Dodgers,3,Cleveland Guardians,5,Cleveland Guardians,1.64,2.67
30-26,Seattle Mariners,0,Los Angeles Angels,4,Los Angeles Angels,1.64,2.58
30-27,Oakland Athletics,4,Kansas City Royals,0,Oakland Athletics,2.35,1.71
30-28,Colorado Rockies,8,San Diego Padres,3,Colorado Rockies,2.37,1.76
30-29,Chicago Cubs,0,Atlanta Braves,6,Atlanta Braves,2.47,1.65
30-30,Cincinnati Reds,3,Milwaukee Brewers,6,Milwaukee Brewers,2.22,1.78
30-31,Detroit Tigers,7,Texas Rangers,3,Detroit Tigers,2.37,1.7
30-32,New York Mets,2,Miami Marlins,6,Miami Marlins,1.76,2.3
30-33,Toronto Blue Jays,10,New York Yankees,9,New York Yankees,2.46,1.64
30-34,Baltimore Orioles,2,Tampa Bay Rays,1,Baltimore Orioles,2.4,1.69
30-35,Boston Red Sox,6,St.Louis Cardinals,4,Boston Red Sox,1.67,2.5
30-36,Pittsburgh Pirates,4,San Francisco Giants,3,Pittsburgh Pirates,2.66,1.56
30-37,Washington Nationals,9,Philadelphia Phillies,3,Washington Nationals,2.53,1.63
30-38,Arizona Diamondbacks,1,Minnesota Twins,11,Minnesota Twins,2.02,1.94
30-39,Seattle Mariners,0,Los Angeles Angels,3,Los Angeles Angels,2.1,1.93
30-40,Colorado Rockies,5,San Diego Padres,4,Colorado Rockies,2.15,1.91
30-41,Boston Red Sox,2,St.Louis Cardinals,11,Boston Red Sox,1.97,2.15
30-42,Los Angeles Dodgers,7,Cleveland Guardians,1,Los Angeles Dodgers,1.42,3.41
30-43,Washington Nationals,1,Philadelphia Phillies,2,Philadelphia Phillies,2.56,1.66
30-44,Cincinnati Reds,3,Milwaukee Brewers,7,Milwaukee Brewers,1.93,2.05
30-45,Detroit Tigers,14,Texas Rangers,7,Texas Rangers,2.12,1.85
30-46,Houston Astros,0,Chicago White Sox,7,Chicago White Sox,1.43,3.26
30-47,New York Mets,3,Miami Marlins,2,New York Mets,1.6,2.66
30-48,Seattle Mariners,2,Los Angeles Angels,4,Los Angeles Angels,2.24,1.76
30-49,Oakland Athletics,0,Kansas City Royals,2,Kansas City Royals,1.94,2.06
30-50,Pittsburgh Pirates,5,San Francisco Giants,7,San Francisco Giants,2.56,1.63
29-Jan,Kansas City Royals,7,Oakland Athletics,9,Oakland Athletics,1.62,2.55
Feb-29,Miami Marlins,3,New York Mets,5,New York Mets,2.32,1.75
29-Mar,Milwaukee Brewers,5,Toronto Blue Jays,4,Milwaukee Brewers,1.57,2.7
29-Apr,Texas Rangers,3,Washington Nationals,2,Texas Rangers,1.76,2.33
29-May,St.Louis Cardinals,5,Chicago Cubs,3,St.Louis Cardinals,1.51,2.98
29-Jun,Chicago White Sox,2,Baltimore Orioles,6,Baltimore Orioles,1.51,2.83
29-Jul,Tampa Bay Rays,6,Pittsburgh Pirates,5,Tampa Bay Rays,1.58,2.67
29-Aug,New York Yankees,0,Houston Astros,3,Houston Astros,1.59,2.81
29-Sep,San Francisco Giants,2,Cincinnati Reds,4,Cincinnati Reds,1.5,3.05
29-Oct,Arizona Diamondbacks,1,Detroit Tigers,5,Detroit Tigers,1.66,2.56
29-Nov,San Diego Padres,1,Philadelphia Phillies,0,San Diego Padres,2.27,2
29-Dec,Los Angeles Angels,3,Seattle Mariners,4,Seattle Mariners,1.8,2.41
29-13,St.Louis Cardinals,0,Chicago Cubs,3,Chicago Cubs,1.6,2.61
29-14,Chicago White Sox,1,Baltimore Orioles,4,Baltimore Orioles,1.6,2.64
29-15,Kansas City Royals,3,Oakland Athletics,1,Kansas City Royals,1.74,2.39
29-16,Milwaukee Brewers,4,Toronto Blue Jays,9,Toronto Blue Jays,2.3,2.3
29-17,Minnesota Twins,0,Colorado Rockies,1,Colorado Rockies,1.69,2.6
29-18,Texas Rangers,1,Washington Nationals,2,Washington Nationals,1.65,2.5
29-19,Atlanta Braves,1,Los Angeles Dodgers,4,Los Angeles Dodgers,2.15,1.82
29-20,Cleveland Guardians,3,Boston Red Sox,6,Boston Red Sox,2.05,2.3
29-21,Tampa Bay Rays,4,Pittsburgh Pirates,3,Tampa Bay Rays,1.55,2.94
29-22,New York Yankees,1,Houston Astros,3,Houston Astros,1.82,2.26
29-23,Miami Marlins,3,New York Mets,5,New York Mets,2.25,2.27
29-24,San Diego Padres,2,Philadelphia Phillies,6,Philadelphia Phillies,2.05,2.52
29-25,Chicago White Sox,0,Baltimore Orioles,4,Baltimore Orioles,1.66,2.5
29-26,New York Yankees,7,Houston Astros,6,New York Yankees,1.86,2.24
29-27,Oakland Athletics,1,Seattle Mariners,2,Seattle Mariners,2.08,1.88
29-28,Milwaukee Brewers,6,St.Louis Cardinals,4,Milwaukee Brewers,1.84,2.14
29-29,Minnesota Twins,1,Cleveland Guardians,0,Minnesota Twins,1.79,2.22
29-30,Cincinnati Reds,5,Los Angeles Dodgers,10,Cincinnati Reds,3.02,1.46
29-31,Pittsburgh Pirates,8,Chicago Cubs,7,Pittsburgh Pirates,2.01,1.94
29-32,Atlanta Braves,7,San Francisco Giants,6,Atlanta Braves,1.73,2.38
29-33,Miami Marlins,3,Colorado Rockies,2,Miami Marlins,1.71,2.32
29-34,Los Angeles Angels,5,Kansas City Royals,0,Los Angeles Angels,1.48,3.08
29-35,Oakland Athletics,0,Seattle Mariners,9,Seattle Mariners,2.24,1.78
29-36,Milwaukee Brewers,4,St.Louis Cardinals,5,St.Louis Cardinals,1.9,2.06
29-37,Minnesota Twins,10,Cleveland Guardians,11,Cleveland Guardians,1.68,2.48
29-38,Atlanta Braves,4,San Francisco Giants,3,Atlanta Braves,1.74,2.35
29-39,Boston Red Sox,6,Detroit Tigers,2,Boston Red Sox,1.78,2.35
29-40,Tampa Bay Rays,4,New York Yankees,5,New York Yankees,2.45,1.73
28-Jan,New York Yankees,5,Oakland Athletics,3,New York Yankees,1.3,4.25
28-Feb,Washington Nationals,7,Pittsburgh Pirates,8,Pittsburgh Pirates,1.72,2.35
28-Mar,Tampa Bay Rays,3,Milwaukee Brewers,5,Milwaukee Brewers,1.82,2.21
28-Apr,Seattle Mariners,2,Baltimore Orioles,0,Seattle Mariners,1.74,2.53
28-May,San Francisco Giants,4,Detroit Tigers,3,San Francisco Giants,1.48,3.08
28-Jun,Arizona Diamondbacks,7,San Diego Padres,6,Arizona Diamondbacks,2.2,1.99
28-Jul,Los Angeles Angels,4,Chicago White Sox,11,Los Angeles Angels,1.84,2.45
